"","ILOPROST","SIROLIMUS","METFORMIN","FLUTICASONE","IBUDILAST","RESVERATROL","LEFLUNOMIDE","PIRFENIDONE","HESPERIDIN","FENOFIBRATE","QUERCETIN","VERAPAMIL","MODAFINIL","IVERMECTIN","HYDROCORTISONE","PRAZOSIN","TRAMADOL","LIDOCAINE","PENTOXIFYLLINE","AMANTADINE","FLUVOXAMINE","TELMISARTAN","LOSARTAN","PROPOFOL","DEXAMETHASONE","AMLODIPINE","PREDNISOLONE","PIOGLITAZONE","BUDESONIDE","PREDNISONE","NALTREXONE","CHLOROQUINE","THALIDOMIDE","CELECOXIB","AMIODARONE","SIMVASTATIN","NICLOSAMIDE","TOREMIFENE","QUETIAPINE","TACROLIMUS","SILDENAFIL","ROSUVASTATIN","DIPYRIDAMOLE","CHLORPROMAZINE","IBUPROFEN","ETOPOSIDE","FLUOXETINE","MARAVIROC","ITRACONAZOLE","ARTESUNATE","FOSTAMATINIB","ATORVASTATIN","RIBAVIRIN","CLOPIDOGREL","METHYLPREDNISOLONE","AZITHROMYCIN","CYPROHEPTADINE","NICOTINAMIDE","EBSELEN","PITAVASTATIN","ARGATROBAN","MIDAZOLAM","FAMOTIDINE","VORICONAZOLE","DISULFIRAM","DIPHENHYDRAMINE","CLARITHROMYCIN","RITONAVIR","CLOFAZIMINE","METHOTREXATE","MONTELUKAST","ISOQUERCETIN","LORATADINE","IMATINIB","NITAZOXANIDE","SITAGLIPTIN","TOFACITINIB","DECITABINE","RIVAROXABAN","RUXOLITINIB","MASITINIB","LOPINAVIR","DOXYCYCLINE","ASPIRIN","GANCICLOVIR","MEFLOQUINE","AMOXICILLIN","COLCHICINE","HYDROXYCHLOROQUINE","ARTEMISININ","TRIMETAZIDINE","MELATONIN","AMBRISENTAN","PARACETAMOL","CANDESARTAN","MELPHALAN","ENZALUTAMIDE","IBRUTINIB","NINTEDANIB","BARICITINIB","REMDESIVIR","CASIRIVIMAB.AND.IMDEVIMAB","BAMLANIVIMAB"
"ATORVASTATIN",0,0,0,0,0,0,0,0.00308176962043492,0,0.00675814048712811,0.00129254047156998,0.991577903796033,0,0,0.00128408077868645,0.00215343640005435,0.00451169846482766,0,0,0.00126089793204679,0.00468684735907158,0.000327683842740627,0,0,0,0,0,0.000778654704351338,0,0,0,0.99437794403194,0.00161393096270354,0.00792571283364633,0,0.971085988334411,0,0,0,0.0032092485897272,0.00783085817436628,0.0190137211237064,0,0,0.00339738867545679,0,0,0.993203611200479,0,0,0.993457959877458,0.500690740827149,0,0.00178105709996627,0.00072663310581761,0.992082530547636,0,0.00333109357883364,0,0.00279179924079127,0,0.00785759616297579,0,0,0.993108372886066,0.00633813127952275,0.990113619527413,0,0.993624037762022,0,0,0.00255212065318725,0,0.00276380255217395,0,0.00196030522527098,0,0,0,0,0,0.00295677287153735,0.00161988479702176,0,0,0.995539393520091,0,0,0.988645100696729,0.989212565319067,0,0.00283673084738948,0.000103981699467698,0.995669390550358,0.00421477596603346,0,0,0,0.00395528465399064,0.991791733027596,0,0.112081789613489,0.167176037452931
"RIBAVIRIN",0.00581743788619867,0.00312260534387313,0.00178382719098467,0.00551667260214296,0.00626708397923162,0.00423478966277364,0.988979315586286,0.00446247996752436,0.0101863089173048,0.000384857440488654,0,0.00775747639617014,0.991062267275916,0,0.990762184793491,0.0132661047592376,0.99270121365048,0.993184740279774,0.984323381982135,0,0,0.00138831532322872,0.00315506711323688,0.00689586671619656,0.00322096349322455,0,0,0,0.00196771958970159,0,0,0.988085324180797,0.00430210765816434,0.00223757720668305,0.00889543216877269,0,0,0,0,0.00375866977245521,0.00410024117984906,0,0.00242655556360993,0,0.989940040875622,0.000443367687019978,0,0.989039861716742,0.997142188776933,0,0.986586024899563,0,0.500690740827149,0.994334036524986,0.991714840458393,0.986276537445613,0.98373451295985,0,0.0140506380490166,0.000482964854706551,0.00391144694752255,0,0,0,0,0.00247822122863611,0.00537912697854811,0.00425444889216016,0.00354959821946499,0,0.00401317499368949,0,0,0,0,0.00573587280973546,0.0133189243061315,0,0.987669126667191,0.989044555688577,0.00409263798298694,0.995466478422823,0.98600036728635,0.00300372689959379,0,0,0,0.0057227151891328,0.013272442332165,0.994680363835961,0.0031764496403361,0.000372730379922126,0,0.991351921298965,0.988504249487645,0.991767009946201,0,0,0,0,0,-0.0864760392187469,0.0105093522280219
"CLOPIDOGREL",0.00269137551643178,0,0.997756578649195,0.000218601454173713,0.00526738584281086,0,0,0,0.00372237960538497,0.993804087623664,0,0.990731446532971,0,0,0.983123128910914,0.994869774440397,0.0066169780535548,0.989718625684238,0.991603867700242,0.00465295758101587,0.00709848328271608,0.991123251643483,0.995448066856362,0,0.0052669343242211,0,0.00238756118329278,0.99173748487718,0.00308091725413184,0.0104484444249723,0,0,0.00232903988398848,0.00597902638920442,0.00489212321744898,0.997041216045447,0,0,0.00894280065533958,0,0.988934459135438,0.00257464558894451,0.00173676907369242,0,0.989729098422785,0.000460049905750783,0,0,0,0,0.00184329499778253,0.00178105709996627,0.994334036524986,0.500690740827149,0,0.00388432414669507,0.00217977103244542,0.0101083276018312,0.00134409475910322,0.00402207970869096,0.00950717281436862,0,0,0.00141669204145368,0.00555928986142139,0.00581637330905275,0,0,0,0.00299596566046177,0.986791715215214,0,0,0.00242978958451803,0,0.987565643176852,0.0134690239238057,0.0028496476069633,0.000470499936179963,0,0.0058654243776585,0.982287240056458,0,0,0.987382744225281,0.00178906891128391,0.98130708975805,0,0.00198998203241082,0.00293140998501527,0,0.00339151992932829,0,0.992680437841536,0.00723982731221338,0.0025846317576394,0.0011842643477043,0,0,0.987900011801584,0.00472205666586991,-0.0450550558076863,-0.0190613157229946
"METHYLPREDNISOLONE",0.995905727245712,0.00378741986845684,0.987193624749449,0.988555617973871,0,0,0.98853024681552,0,0.000707677090627447,0.00485530312585998,0,0.00474728862074202,0.992201268577122,0,0.985381830571169,0.00285366623425965,0.992366452173874,0.989440313156616,0.990295402973696,0.00277158931062435,0.990688524000249,0,0.994643692755777,0.00266256244659799,0,0.0048324634835583,0,0.00248802994366325,0.987230236742314,0,0,0.994647286016282,0.98087871393995,0.984609196769072,0.986367495845409,0.000360957810236593,0,0.993570620573502,6.86791385937602e-05,0.000415869935370982,0.983176226390151,0.00304257664449706,0,0,0.990246601918832,0,0,0,0.00610062241039465,0.000467030700713097,0,0.00072663310581761,0.991714840458393,0,0.500690740827149,0.991798628174003,0.00461346379259834,0.00796887137272862,0.00043070497756057,0.00411678630148133,0,0,0.0113349208188566,0.00385258453346521,0.992690057731283,0.992355156038735,0,0,0,0,0,0,0,0,0.00290486600458633,0.984884040584492,0,0,0.987884995486699,0.00642950332057493,0.988279955243555,0.00491947872844071,0.984948263082897,0.986599003928322,0.981973081039277,0.986973180871291,0.989507899092953,0.00502674969963378,0.987932464034098,0,0.995783835480519,0,0.986434421631619,0.978807730448257,0.993075269213661,0.00519456090706154,0.00145286454980701,0,0,0.987727161402862,0.984068515812056,0.050309464913869,-0.240527293449832
"AZITHROMYCIN",0.00468031522811823,0.000674419722008143,0.0108263215416256,0,0,0.00297585228659455,0.00392879580409365,0.99702448719551,0.992812419745341,0.00172781451415774,0.000794419021177241,0,0,0,0.00737876860718789,0.0032142095908243,0.991202473991812,0.983885679217841,0.976679857686058,0.994223753812991,0.00501289838194461,0.997010209524005,0.00201695347383787,0,0,0,0,0.00184882216741499,0,0.0024728208831721,0.00107136605330422,0,0.00708930348507379,0.985998776375794,0.993662719832035,0.00300869924268206,0.00218136441870847,0.99380458761879,0,0.994465051374211,0.00373158197263232,0.000793341971358025,0.00242358361401504,0.00430867476490008,0.00418352223609438,0,0.00265628380334692,0.00246027314549056,0,0,0,0.992082530547636,0.986276537445613,0.00388432414669507,0.991798628174003,0.500690740827149,0.991911412752698,0,0,0.00162725923715395,0,0,0.00587999089430895,0.00230741333717885,0.993384519450868,0.00915155333510376,3.15248588490373e-05,0.00666816789120165,0,0,0.00738309586885895,0,0,0,0,0.997291147827839,0.992075505307079,0.989961594370687,0.986652816068563,0,0,0.00398666661234954,0.00252103095825478,0.00263750893845772,0,0.0107102954802066,0,0.00236224759080219,0.982581546542042,0,0.00337790482562819,0.000132978461798914,0.995199553752178,0.98152548509104,0,0,0,0.990153656139259,0,0.996045861605694,0.993963567609903,0.0595370763222024,0.0155421941447398
"CYPROHEPTADINE",0.00319475075255201,0,0.00366799789811826,0,0,0.00334819129288668,0,0.988392160330878,0.992542920460862,0.987204386878938,0.000228155589881206,0.00611492542221406,0.985495239752501,0.991435488661431,0.990441510301704,0.986514039320195,0.00309492574883754,0.978444526387796,0.00344893913821358,0.000271765331431797,0.00380612934731916,0,0,0.000110307379241797,0.989617927525856,0.00778132799400816,0,0.00422551139021564,0.996472838456667,0.00443148972128848,0.000394644475454109,0,0.0127972082374536,0.00325985818798499,0.991912670587221,2.2830252074748e-05,0,0.9941456666169,0,0.000970175383792185,0.00361595173208733,0,0.992191048972413,0,0.991366298951827,0,0,0.00348858581541852,0.00130227793774959,0.994032001420131,0,0,0.98373451295985,0.00217977103244542,0.00461346379259834,0.991911412752698,0.500690740827149,0.00320075135865424,0,0.000178895394618809,0,0.000162783589780191,0.00081016484685957,0,0.00851015273041087,0.00776014862440023,0.00869070400031775,0.987005777789089,0.993066635541781,0,0,0.00319621193987658,0.991140894620522,0,0.99559094018997,0.0103492489471085,0.991080198500835,0.00407881825573917,0.00773591007883975,0,0.00226051386309463,0.00463285355537797,0.00213920970450763,0,0.00129901496890168,0,0.994810425515807,0,0,0.987320570932155,0.994966653438478,0,0.988465227940218,0.989457298037852,0.988701692135568,0.00593382768075139,0.984981517466199,0,0,0,0.985984291844174,0.102919119121161,-0.187311554963193
"NICOTINAMIDE",0.00356793568774035,0.000485087845727934,0.003543817731619,0,0,0,0.994497038159666,0.00127932586759396,0,0.989793504929733,0,0,0.00181901951182665,0,0.00888048446684321,0,0.00355767109826526,0.000842714775486278,0.986111210279611,0.993758453205825,0.994403403473063,0.00132123052696258,0,0.994400864019009,0,0,0,0,0.996762610144379,0.982751232601492,0.000471238559443675,0.989877238646877,0.00264865659691062,0.00273743988382354,0,0.995121300433734,0,0,0,0,0.986974054639771,0.994471211019368,0.00098455132663803,0,0,0,0.00147272141842981,0,0,0,0,0.00333109357883364,0,0.0101083276018312,0.00796887137272862,0,0.00320075135865424,0.500690740827149,0,0.00296724872066967,0,0,0.00437950294109993,0.00163980427041148,0.00104241961717172,0,0,0,0.00290540056221355,0.00147922680874611,0.988814411047376,0,0,0,0,0,0,0,0.996698105056967,0.995133570758993,0.995032320716735,0.989168348715336,0,0.991129817803844,0,0.00319846011951194,0.00543540228330144,0.00279298520931811,0,0,0,0.00902340294948266,0,0,0.995253903769421,0.993011652322117,0,0.993940247933717,0.00183416347130409,0.00711143600886631,0,0.0485979532807992,-0.00154985033751975
"EBSELEN",0.00224376454554592,0,0.000244710742288588,0,0.00144347868676458,0,0.00821369292532219,0,0,0.99087194532208,0,0.00103786672897892,0.985574276569551,0,0.989090268332004,0.989731381673026,0.994091367296677,0.986604342822877,0.00733354360226324,0,0.00551844352278642,0.993527796983103,0.00250581245540898,0.00196648359045401,0,0.00192639170760732,0.00670813398817929,2.6858548906071e-05,0,0.987732217456281,0,0.983881186051512,0.00285405092990549,0.986677406151066,0,0.00168161246319146,0,0,0,0.00467299439338619,0.98493054428344,0,0.991337469815769,0.0025052305431323,0.981779553025413,0,0,0,0.00112022775933871,0.00202077904575307,0.000455421637692047,0,0.0140506380490166,0.00134409475910322,0.00043070497756057,0,0,0,0.500690740827149,0,0,0.00259541811066958,0,0,0.994015354735813,0,0,0.00348146218206146,0.985234723814754,0,0.99440117707965,0,0.9942675531022,0,0,0.00582071369628603,0.990822898553976,0.00287848507958837,0.99199779530088,0,0.990311049011651,0.000110666761032582,0.00882695744224215,0,0.990904938440718,0.983889623961408,0,0.00233092227387961,0.993296746832378,0,0,0,0,0.988140578673868,0.985043284463053,0.00187195404376898,0,0.995485100694388,0,0.0241490095302234,0.988669976120141,0.0129330233187332,-0.186337399174297
"PITAVASTATIN",8.27690435579077e-05,0,0.991196703387146,0,0,0.00124710268424498,0,0,0,0.0014384090300757,0,0.989765738948737,0,0,0.00163958383584237,0.991822771384046,0.994690783876212,0,0.000402030381926577,0.00854315445665941,0,0,0.992621517930824,0,0.00137269951713862,0,0,0,0,0.00641772718886671,0,0.000957677577725597,0.996945575504251,0,0,0,0,0,0.992714336449225,0.00655119073578664,0.00160934490898473,0,0,0.989490302284747,0,0,0,0,0,0,0.992577013142715,0.00279179924079127,0.000482964854706551,0.00402207970869096,0.00411678630148133,0.00162725923715395,0.000178895394618809,0.00296724872066967,0,0.500690740827149,0,0,0,0.99132230627501,0.00148085050371591,0,0.00272380296885372,0.00459821010118002,0.994621686759332,0,0.992134595168071,0,0.996084395042335,0,0,0,0.00315330568030903,0,0.992816191092481,0.0104034061140709,0,0,0,0,0,0.991169474107155,0,0,0.00469463947072109,0.00189398203950573,0.00165768462148331,0.994587421660581,0.00171045733841462,0.000941571253826599,0.00115790234994501,0,0.992801553891928,0.988851312203047,0,0.985876865218612,0.00747606646522711,0.0816160860249771,0.0559593970949422
"ARGATROBAN",0.000478234139693058,0,0,0,0,0,0,0,0,0.00565362073047692,0,0.00563950011139281,0.992214422686338,0.00205061522153118,0.996933001858689,0.990717101753005,0.987734431496808,0.00336934243162046,0.0048801133198207,0,0,5.87181305989663e-05,0,0,0,0.00473627671446522,0.98516702519033,0.00203669244172855,0.993834807831273,0.00346817855729461,0.00129511841422772,0,0.00561431405376552,0.00421388533608185,0,0,0,0.00342142510836676,0.000805986439440811,0.990544662192977,0.0067887334112548,0.997002762558121,0,0,3.94407632004899e-05,0.00106052827604547,0.000925858468984749,0.00577679942875491,0,0.00184173217272194,0,0,0.00391144694752255,0.00950717281436862,0,0,0,0,0,0,0.500690740827149,0,0.981944524902031,0.986841929482472,0.997014552995078,0.991793114488511,0.0012295320631138,0.99036464993697,0.00383156926991587,0,0.00590013172243975,0,0.00387459693646606,0,0,0.994509133425376,0.00805358267621593,0.00341171748933908,0.00376218574713099,0,0.98666920237846,0.00800661052356462,0.00377354545953197,0,0.00420067164116783,0,0,0,0.0120780965739368,0,0.995743695308344,0.99554039994053,0.00334424575058039,0.000922859285513456,0.00440345510221659,0,0.00144306122176888,0,0.000689187883624195,0.984445859216398,0.987749217656722,0.104591043133422,-0.19863078090553
"MIDAZOLAM",0,0,0,0,0.00183161434525951,0,0.00189707402568971,0,0.000237851104526289,0.000987725991169802,0,0.000670386846182402,0,0,0.0008027613122245,0.994490111760879,0.0025747020955663,0.99270348879209,0,0,0,0,0.00511541919053299,0.00477797774241754,0,0,0,0,0.000531805320418414,0.00438377839337489,0,0.00103185438588947,0.00269765862360832,0,0,0,0,0,0,0.00295057583378173,0,0.00289526988080242,0,0,0.988925464976709,0,0.00516388811845684,0,0.00171119177254538,0,0,0.00785759616297579,0,0,0,0,0.000162783589780191,0,0.00259541811066958,0,0,0.500690740827149,0,0,0.994798188009419,0,0.00455134421898858,0,0.98627913657275,0,0,0.003234989952567,0,9.71537789795361e-05,0,0,0,0,0.00274349263392619,0,0.00294762643606133,0.991241779768916,0.00212619353735965,0.000204546432354765,0,0.00222360808479286,0,0,0.00201275942869681,0,0.992815412252537,0.992965950893848,0,0.994093216785502,0,0,0.990162265053173,0,0.00241120706187581,0.00710789154708888,0.990912149730914,0.271384947141192,0.260704074936454
"FAMOTIDINE",0.00434413253504736,0.0020289236341122,0.0037156714501466,0.000573189968685104,0.00341223099778963,0,0.00415727609339299,0.000412475230567371,0.987361488048339,0,0,0.991130410330365,0.982616599185751,0.00463328816825462,0.0054116954696988,0.985691403874711,0.985909930334991,0.993620464670242,0,0.987140976110121,0,0,0.000350577322023789,0.00400197577831988,0.00337706697349866,0.988948771634705,0.00256445454142886,0.986812553988,0,0,0,0.00192332029409434,0.00913385833834062,0.997491558330713,0.993652805431673,0,0.00719408296738717,0.990648696277592,0.988601695635693,0,0.00293830445267962,0.992297444006321,0,0.00544402203438745,0,0.988042723251401,0.990843086527385,0.00204572056287142,0.99220130034961,0.00248399643947025,0.000891421931203851,0,0,0,0.0113349208188566,0.00587999089430895,0.00081016484685957,0.00437950294109993,0,0,0.981944524902031,0,0.500690740827149,0,0.00237924550754117,0.986026579265672,0.990221776665709,0.0038910595880065,0.00132139381814825,0.000750779887096746,0,0.000242503136121432,0.989270915821097,0.979787231928681,0,0.993865839288997,0.00236830126837104,0,0,0,0,0.000142735335527753,0,0.00783379103120299,0.00145481253873803,0.99244602299657,0.986935332117316,0,0.990414350874541,0.0014370889892474,0.00389365958044691,0.991917431867142,0,0.984059350724032,0.004533550006007,0.00478224445917596,0,0.986599787626318,0,0.00627986208462634,0.984421837952769,-0.147921850783786,-0.181674643586088
"VORICONAZOLE",0,0,0.994844162208867,0,0.00249021470824988,0.00630745556748491,0.00351425085296264,0,0.00284921246352341,0.000292060679584853,0.00573793585102649,0.986669563013132,0.992548787126486,0.00359388110782588,0.00243122397688693,0.986808027919566,0,0.99087288031621,0,0,0.985375254028686,0,0,0.00649011004417236,0.0016117405019166,0,0.00289204990508612,0.992854174149932,0.987186614474639,0,0,0,0.000244110965655355,0.996402663584748,0.00173444040173416,0.00362146405603927,0.00168672962537762,0.00116028551077184,0.986022514443472,0.00270178259237857,0.994646170422135,0.987086700614371,0.992629475644152,0.996390251796395,0.00513766716908926,0.000480831312403106,0.994470906234855,0.99672497522457,0,0.991068192470871,0,0,0,0.00141669204145368,0.00385258453346521,0.00230741333717885,0,0.00163980427041148,0,0.99132230627501,0.986841929482472,0,0,0.500690740827149,0,0.0036477215171553,0.99287325917454,0,0.9888723103592,0.00301162173533701,0.990675171893866,0.0037064064311322,0.00468154055268146,0,0.0044996942242595,0.997554376959513,0.000147466664654345,0.995309549424791,0,0,0,0.998429266071836,0,0.990399055702322,0.000268903019581918,0.00332342795156976,0,0,0.0014066966164007,0,0,0,0.984037547845123,0,0,0.990731890521913,0.994385353452157,0.00123576192712773,0,0.0163451500808494,0.980249657577148,-0.0235395229854614,-0.164210935300716
"DISULFIRAM",0.991491873417626,0.991957384414359,0,0,0.996887999471905,0,0.984519220723387,0.00382020708184106,0.981637128589473,0,0.0035666623991203,0.993734149445446,0.98629092871942,0.994246029361208,0.00138846569661544,0.989096494793384,0.996219869962761,0.986988282869562,0.00512998612502273,0.988377797497891,0.995465975259561,0,0.00388874458995581,0.00820328956313702,0,0.00294181943276006,0,0.98551559423706,0.00564257893292173,0.989146491983257,0.00385708439814279,0.991130849503737,0,0.994194778336695,0.991021461698098,0.00181907513477963,0,0.984760225444547,0,0,0.00428655679973506,0.00426395915173801,0.990592296844614,0,0.00332175614284709,0.00277422209749676,0.00201210311960934,0.996257641434224,0.997070993894246,0.983891830320593,0.00449966521639878,0.993108372886066,0,0.00555928986142139,0.992690057731283,0.993384519450868,0.00851015273041087,0.00104241961717172,0.994015354735813,0.00148085050371591,0.997014552995078,0.994798188009419,0.00237924550754117,0,0.500690740827149,0.990073152851302,0.997182696375431,0.993519293440291,0.988407810175219,0.994313958541436,0.00299187917056951,0.000961384294831473,0.993617892687897,0.00265929192249389,0.00319678856667205,0.989333169170972,0.00914575477566111,0.985061037604457,0.992314501211469,0,0.99261246249267,0.987122142844148,0.990107749474395,0.990643015898789,0.97959043300902,0.00375924175044443,0.993309256945587,0.996270669691242,0.996875870861558,0.997328432447228,0.990394250921908,0,0.000254112022038237,0.992791090102202,0.99301161746201,0.990800551088874,0.00219515988044213,0.000119550393473491,0.993483496826765,0.988939914439298,0,-0.0233955696766848,-0.199450144371514
"DIPHENHYDRAMINE",0.985717462356006,0,0,0.000894275146426031,0,0,0.000361411588412004,0,0.990867121050547,0.992491650049343,0,0.983122535442354,0.984387789404866,0,0,0.989006511525756,0,0.00351414021479285,0,0.00274918998773585,0,0,0.987679538477237,0.0123012429647711,0,0.00250838881571748,0.992260372050699,0.00473126311919659,0.988026634465351,0,0.000366969921575959,0.0160655861870312,0,0.990928701445284,0.996829092658677,0,0.0097273047064235,0,0.979971749573953,0.00915151395928073,0.000927052273538301,0,0.993455394290877,0.993847552557865,0.00902418930633404,0,0,0.989471668366265,0.990037017606783,0.00402557826489326,0.00534926820218505,0.00633813127952275,0.00247822122863611,0.00581637330905275,0.992355156038735,0.00915155333510376,0.00776014862440023,0,0,0,0.991793114488511,0,0.986026579265672,0.0036477215171553,0.990073152851302,0.500690740827149,0.00266224471417959,0.00346632011405217,0.000159201950648753,0.00537516326429571,0.00208878536148972,0.000781315699959201,0.991421250546983,0.98319597477874,0.992807833921795,0.985772539568966,0.00744954001956959,0.00016689645422635,0.989370029785714,0,0,0,0.993889369953507,0.993837219696059,0,0.990717384062152,0,0,0,0.00475071632599343,0,0.997657755792679,0.00505068988342799,0,4.83262343054468e-06,0,0,0.00656484353678194,0.986891794102975,0,0.990248264094735,0.0140077857222095,-0.22519174024882
"CLARITHROMYCIN",0,0.993517759182632,0.992678190194537,0,0,0,0,0.00553762409949544,0,0.993710609847411,0.00426122934838332,0.00783319964632217,0.987767194898043,0.00198515901917935,0.0025710021622204,0.988162311147698,0,0.995026168370097,0.99607015935851,0.00390690695153833,0,0,0,0.987688289353364,0.00215312637990838,0.991118316689961,0.00877855680741175,0.00659935929435481,0,0.985630135996143,0.00337305715544984,0.0012024861079988,0.995942357923899,0.994404628510415,0.983114140118158,0,0,0.988232042235489,0.00341382151554981,0.00133715380182696,0,0,0.979090186849827,0.000420714433022458,0.990712477452772,0.00390657105118679,0.985536581892937,0.980759454789528,0.997629927665398,0,0.00278720957490271,0.990113619527413,0.00537912697854811,0,0,3.15248588490373e-05,0.00869070400031775,0,0,0.00272380296885372,0.0012295320631138,0.00455134421898858,0.990221776665709,0.99287325917454,0.997182696375431,0.00266224471417959,0.500690740827149,0.995085021539169,0.992885996697979,0,0.979219745369019,0,0,0,0,0.000717554977774297,0.995890442562063,0,0.994876555497053,0,0.00282228977339377,0.000170701254799784,0.00353408188570049,0,0.990745544952319,0.991902826512564,0.992125135004128,0.990174593235365,0,0,0,0.00271557666169835,0,0,0.00317474781151723,0,0.00136914735126358,0.994192043329761,0,0.00658219318008876,0.981875399835547,-0.0371501578311544,0.018305807432027
"RITONAVIR",0,0,0,0,0,0,0,0.0029695230940358,0.98949460160072,0,0,0.9959219227951,0,0.00427756290088932,0.0057818085269281,0.00873738085768014,0.00730262773417562,0.00774197115874033,0,0.0024111718778542,0.00260642461651601,0.00937798242160698,0,0,0.00105900059889173,0.00380737194051202,0,0.0019150673863579,0.00351565602881081,0.00199743050067058,0,0,0.00433208769123165,0.00610241845338248,0,0.00274203671582568,0.00071878912083376,0,0,0.987825595848201,0.990488513200606,0,0,0,0,0,0,0.988299037540475,0,0,0,0,0.00425444889216016,0,0,0.00666816789120165,0.987005777789089,0,0.00348146218206146,0.00459821010118002,0.99036464993697,0,0.0038910595880065,0,0.993519293440291,0.00346632011405217,0.995085021539169,0.500690740827149,0.000656871989978642,0,0.00135133423133322,0,0.995403571718627,0.00615467816862817,0,0.00110688825760953,0,0,0.991365814495718,0,0.99223442071201,0.00484242648981183,0.991230949014244,0.00573729577611734,0.986884659669779,0,0,0.989551567103894,0,0.990663350937952,0,0.00150088487224187,0.990716319553261,0.997568298450295,0.00485062405176452,0.000348129958351049,0,4.91973420706975e-05,0,0.0126560163734098,0,0.129138660076922,0.0702667052847876
"CLOFAZIMINE",0,0.987899893984111,0.00212974675462419,0,0,0.000782841215716841,0.993474921382084,0,0.00156272697287805,0,0,0,0.997493146039668,0.993774359632832,0.998845970928045,0.000303952592877968,0,0.00391236733469752,0.00743988954009874,0.988870945408387,0.00380019895342091,0,0,0,0,0.00190811180775735,0.985587807877701,0,0.00306803869991991,0,0.00514491998310292,0,0.00229797769637399,0.992992864719996,0,0.998231708885354,0.978916288159492,0.00720232320157791,0.991071421244685,0,0.00174515998389268,0.994842955413957,0,0.996378340432826,0.00550497928076702,0.000274486551698026,0,0.000137672491823321,0.00181183589041907,0.00246127679245051,0,0.993624037762022,0.00354959821946499,0,0,0,0.993066635541781,0.00290540056221355,0.985234723814754,0.994621686759332,0.00383156926991587,0.98627913657275,0.00132139381814825,0.9888723103592,0.988407810175219,0.000159201950648753,0.992885996697979,0.000656871989978642,0.500690740827149,0.995096370405676,0.986536687030483,0.992567482091247,0.98683436553334,0.991402557081195,0.992589011295777,0,0.995411228228142,0,0.996946610742345,0.998118209448883,0,0.000464412706462798,0.00263424909900419,0.992291308931391,0.988631278994588,0.995691686110448,0.986617294498294,0.994551319649225,0,0.98498238719443,0.00278825764521322,0.995015977350813,0.00488889156986394,0,0,0,0.000129332208448262,0.00461469797753841,0.981473199743726,0.00759873600342697,0.990445145123291,-0.176585135221123,-0.0864726935828268
"METHOTREXATE",0,0.00135152666010918,0.00611753562966228,0,0.984799553252229,0.00517985903316631,0,0.00269172661498342,0.00133090382895012,0,0.00496922888364985,0.000705032634839289,0.981594481377542,0,0,0,0,0.995401336574005,0.987282131993156,0,0.00797900321945413,0,0,0,0.00074134283686212,0,0,0,0,0,0.00761361263091893,0.00611948644332409,0.00135032970506,0,0,0,0,0,0.9933969185717,0,0,0,0,0,0.00228814067665212,0.00233568981393769,0.000565800362650234,0,0.00727707256377008,0.987914670197071,0,0,0,0.00299596566046177,0,0,0,0.00147922680874611,0,0,0,0,0.000750779887096746,0.00301162173533701,0.994313958541436,0.00537516326429571,0,0,0.995096370405676,0.500690740827149,0,0,0,0,0,0.00226289339278629,0,0,0.991580847906001,0.00403273359370962,0,0.000507589107745489,0,0,0,0.00533310404383303,0,0,0,0,0,0.0123518765963097,0,0.989312508701063,0,0.0115721904640009,0,0.990925176978014,0.00112259343522045,0.98955290050348,0.993469048458235,0.225296455582187,0.1599420148593
"MONTELUKAST",0,0.00106377368524968,0.990097698039409,0,0.0102028161814642,0,0,0.987396169631536,0,0.00855485926009387,0,0.00190180988751361,0.986986834779732,0.00204150367255086,0.988426254515264,0.990543158056862,0,0.0015889655864417,0,0.989719668025066,0,0,0.995587114266193,0.00147436249324145,0.00280297083238258,0,0.00375989926759678,0,0.988219131424562,0.000122697896322286,0,0,0.994870195086785,0,0.991828387582522,0.010504864450022,0,0.987961266451626,0.990952795025309,0.00151620480104358,0,0.994239496532505,0.00760915138224339,0,0,0,0.993715732222175,0.985239568338061,0,0.00574713978508169,0.00184948888929294,0,0.00401317499368949,0.986791715215214,0,0.00738309586885895,0,0.988814411047376,0.99440117707965,0.992134595168071,0.00590013172243975,0,0,0.990675171893866,0.00299187917056951,0.00208878536148972,0.979219745369019,0.00135133423133322,0.986536687030483,0,0.500690740827149,0.00209776695333525,0,0.00807238200200977,0.00103871829136279,0.985587595254571,0,0,0,0.985643374286939,0.00177860010447817,0.000955451980293404,0.00580183815248827,0,0,0.98951715407671,0.00382129996885425,0,0,0.00641561640691017,0,0,0,0.0120606771247748,0,0,0.00339349188934202,0,0.987208852857714,0.00149452596309118,0.00834914574188712,-0.0259676555468358,0.0033914568322494
